Id,Time[ns],Parallel: Items
7064,17696170.00000000000000000000,3D
7065,17696180.00000000000000000000,09
7066,17699320.00000000000000000000,79
7067,17699330.00000000000000000000,7D
7068,17702480.00000000000000000000,7F
7069,17702490.00000000000000000000,22
7070,17705640.00000000000000000000,35
7071,17708790.00000000000000000000,7D
7072,17708800.00000000000000000000,6C
7073,17708810.00000000000000000000,48
7074,17711950.00000000000000000000,69
7075,17715110.00000000000000000000,EF
7076,17718270.00000000000000000000,2A
7077,17721420.00000000000000000000,EB
7078,17721430.00000000000000000000,CB
7079,17724570.00000000000000000000,DF
7080,17724580.00000000000000000000,5F
7081,17727740.00000000000000000000,07
7082,17730890.00000000000000000000,3F
7083,17734050.00000000000000000000,34
7084,17737200.00000000000000000000,F3
7085,17737210.00000000000000000000,E3
7086,17740350.00000000000000000000,F3
7087,17740360.00000000000000000000,74
7088,17740370.00000000000000000000,34
7089,17743510.00000000000000000000,4F
7090,17743520.00000000000000000000,4B
7091,17746670.00000000000000000000,7D
7092,17746690.00000000000000000000,3D
7093,17749820.00000000000000000000,3F
7094,17749830.00000000000000000000,1B
7095,17752990.00000000000000000000,13
7096,17756140.00000000000000000000,3D
7097,17759290.00000000000000000000,EF
7098,17759300.00000000000000000000,E7
7099,17762450.00000000000000000000,74
7100,17762460.00000000000000000000,14
7101,17765600.00000000000000000000,74
7102,17765610.00000000000000000000,F6
7103,17765620.00000000000000000000,E6
7104,17768760.00000000000000000000,F6
7105,17768770.00000000000000000000,B0
7106,17768780.00000000000000000000,90
7107,17771920.00000000000000000000,9A
7108,17775070.00000000000000000000,EE
7109,17775080.00000000000000000000,6E
7110,17775090.00000000000000000000,66
7111,17778230.00000000000000000000,65
7112,17778240.00000000000000000000,21
7113,17781380.00000000000000000000,31
7114,17781390.00000000000000000000,3D
7115,17781410.00000000000000000000,1D
7116,17784540.00000000000000000000,1F
7117,17784550.00000000000000000000,13
7118,17784560.00000000000000000000,03
7119,17787700.00000000000000000000,F2
7120,17790860.00000000000000000000,B5
7121,17794010.00000000000000000000,BF
7122,17794020.00000000000000000000,0F
7123,17797170.00000000000000000000,DD
7124,17797180.00000000000000000000,D9
7125,17800320.00000000000000000000,DD
7126,17800330.00000000000000000000,9D
7127,17800340.00000000000000000000,95
7128,17803480.00000000000000000000,5D
7129,17803490.00000000000000000000,4C
7130,17806640.00000000000000000000,CF
7131,17806650.00000000000000000000,8F
7132,17809790.00000000000000000000,EF
7133,17809800.00000000000000000000,62
7134,17812950.00000000000000000000,FF
7135,17812970.00000000000000000000,DF
7136,17816110.00000000000000000000,5C
7137,17816120.00000000000000000000,00
7138,17819260.00000000000000000000,A3
7139,17822420.00000000000000000000,B4
7140,17822430.00000000000000000000,94
7141,17825570.00000000000000000000,B4
7142,17825580.00000000000000000000,A5
7143,17825590.00000000000000000000,A1
7144,17828730.00000000000000000000,75
7145,17828740.00000000000000000000,74
7146,17831890.00000000000000000000,E5
7147,17831900.00000000000000000000,A5
7148,17835040.00000000000000000000,D7
7149,17838200.00000000000000000000,5F
7150,17838210.00000000000000000000,1F
7151,17841360.00000000000000000000,8D
7152,17841370.00000000000000000000,81
7153,17844510.00000000000000000000,19
7154,17847670.00000000000000000000,BA
7155,17847680.00000000000000000000,AA
7156,17850820.00000000000000000000,BE
7157,17850830.00000000000000000000,BF
7158,17853980.00000000000000000000,3F
7159,17853990.00000000000000000000,07
7160,17857140.00000000000000000000,75
7161,17860290.00000000000000000000,F7
7162,17860300.00000000000000000000,B3
7163,17863450.00000000000000000000,74
7164,17863460.00000000000000000000,64
7165,17866610.00000000000000000000,A5
7166,17869760.00000000000000000000,DD
7167,17869770.00000000000000000000,DC
7168,17872920.00000000000000000000,FE
7169,17872930.00000000000000000000,EA
7170,17876070.00000000000000000000,EB
7171,17876080.00000000000000000000,A9
7172,17879230.00000000000000000000,7D
7173,17879240.00000000000000000000,54
7174,17882390.00000000000000000000,76
7175,17885540.00000000000000000000,FE
7176,17885550.00000000000000000000,9E
7177,17888700.00000000000000000000,9B
7178,17888710.00000000000000000000,93
7179,17891850.00000000000000000000,D3
7180,17891860.00000000000000000000,5A
7181,17895010.00000000000000000000,CE
7182,17895020.00000000000000000000,8E
7183,17898170.00000000000000000000,CE
7184,17898180.00000000000000000000,CA
7185,17901320.00000000000000000000,CE
7186,17901330.00000000000000000000,8C
7187,17904480.00000000000000000000,0E
7188,17907640.00000000000000000000,5D
7189,17907650.00000000000000000000,59
7190,17910790.00000000000000000000,F9
7191,17910800.00000000000000000000,A1
7192,17913950.00000000000000000000,B8
7193,17913970.00000000000000000000,98
7194,17917100.00000000000000000000,FC
7195,17917110.00000000000000000000,7E
7196,17917120.00000000000000000000,66
7197,17920260.00000000000000000000,DE
7198,17920270.00000000000000000000,9A
7199,17923420.00000000000000000000,18
7200,17926570.00000000000000000000,1E
7201,17926580.00000000000000000000,1F
7202,17929730.00000000000000000000,3D
7203,17929740.00000000000000000000,21
7204,17932880.00000000000000000000,61
7205,17932890.00000000000000000000,67
7206,17936040.00000000000000000000,5F
7207,17936050.00000000000000000000,7D
7208,17936060.00000000000000000000,59
7209,17939200.00000000000000000000,DA
7210,17939210.00000000000000000000,92
7211,17942350.00000000000000000000,96
7212,17942360.00000000000000000000,85
7213,17945510.00000000000000000000,DD
7214,17945520.00000000000000000000,DC
7215,17948670.00000000000000000000,FE
7216,17951830.00000000000000000000,32
7217,17951840.00000000000000000000,22
7218,17954980.00000000000000000000,3E
7219,17955000.00000000000000000000,1E
7220,17958130.00000000000000000000,3E
7221,17958140.00000000000000000000,BF
7222,17958150.00000000000000000000,B7
7223,17961290.00000000000000000000,BF
7224,17961300.00000000000000000000,9E
7225,17964450.00000000000000000000,BC
7226,17964460.00000000000000000000,B0
7227,17967600.00000000000000000000,F0
7228,17967610.00000000000000000000,7A
7229,17970760.00000000000000000000,7B
7230,17970770.00000000000000000000,1B
7231,17973920.00000000000000000000,7A
7232,17973930.00000000000000000000,6A
7233,17977070.00000000000000000000,FB
7234,17977080.00000000000000000000,9B
7235,17977090.00000000000000000000,93
7236,17980230.00000000000000000000,53
7237,17980240.00000000000000000000,43
7238,17983380.00000000000000000000,63
7239,17983390.00000000000000000000,E0
7240,17986540.00000000000000000000,DD
7241,17989710.00000000000000000000,D5
7242,17992850.00000000000000000000,F5
7243,17992860.00000000000000000000,FD
7244,17996010.00000000000000000000,FF
7245,17996020.00000000000000000000,D7
7246,17999170.00000000000000000000,FE
7247,17999180.00000000000000000000,BE
7248,18002330.00000000000000000000,2C
7249,18005480.00000000000000000000,AE
7250,18005490.00000000000000000000,8E
7251,18008630.00000000000000000000,CE
7252,18008640.00000000000000000000,CD
7253,18008650.00000000000000000000,C5
7254,18011790.00000000000000000000,F7
7255,18011800.00000000000000000000,F6
7256,18011810.00000000000000000000,F2
7257,18014950.00000000000000000000,7A
7258,18018100.00000000000000000000,7E
7259,18018110.00000000000000000000,2C
7260,18018120.00000000000000000000,24
7261,18021260.00000000000000000000,27
7262,18021270.00000000000000000000,03
7263,18024420.00000000000000000000,2F
7264,18027570.00000000000000000000,EF
7265,18027580.00000000000000000000,E5
7266,18030730.00000000000000000000,75
7267,18030740.00000000000000000000,35
7268,18033890.00000000000000000000,07
7269,18033900.00000000000000000000,03
7270,18037040.00000000000000000000,07
7271,18040200.00000000000000000000,06
7272,18043350.00000000000000000000,1E
7273,18043360.00000000000000000000,9F
7274,18043370.00000000000000000000,9B
7275,18046510.00000000000000000000,5D
7276,18046520.00000000000000000000,4D
7277,18049670.00000000000000000000,EE
7278,18049680.00000000000000000000,EA
7279,18052820.00000000000000000000,EF
7280,18052830.00000000000000000000,E5
7281,18055980.00000000000000000000,65
7282,18055990.00000000000000000000,25
7283,18059140.00000000000000000000,86
7284,18062290.00000000000000000000,66
7285,18065450.00000000000000000000,EC
7286,18065460.00000000000000000000,AC
7287,18068600.00000000000000000000,AE
7288,18068610.00000000000000000000,8F
7289,18071760.00000000000000000000,69
7290,18074920.00000000000000000000,EF
7291,18074930.00000000000000000000,87
7292,18078070.00000000000000000000,EF
7293,18078080.00000000000000000000,6E
7294,18081230.00000000000000000000,6F
7295,18081240.00000000000000000000,67
7296,18084380.00000000000000000000,77
7297,18084390.00000000000000000000,7C
7298,18084400.00000000000000000000,1C
7299,18087540.00000000000000000000,DC
7300,18090700.00000000000000000000,7D
7301,18090710.00000000000000000000,3D
7302,18093850.00000000000000000000,7D
7303,18093860.00000000000000000000,69
7304,18093870.00000000000000000000,49
7305,18097010.00000000000000000000,C7
7306,18097020.00000000000000000000,CF
7307,18097030.00000000000000000000,C7
7308,18100170.00000000000000000000,45
7309,18100180.00000000000000000000,05
7310,18103320.00000000000000000000,79
7311,18106480.00000000000000000000,FB
7312,18106490.00000000000000000000,AB
7313,18109630.00000000000000000000,FB
7314,18109640.00000000000000000000,FE
7315,18112800.00000000000000000000,E0
7316,18112810.00000000000000000000,C0
7317,18115950.00000000000000000000,E9
7318,18115960.00000000000000000000,A9
7319,18119100.00000000000000000000,F9
7320,18122270.00000000000000000000,A0
7321,18125420.00000000000000000000,20
7322,18128570.00000000000000000000,87
7323,18131730.00000000000000000000,FD
7324,18134890.00000000000000000000,6D
7325,18134900.00000000000000000000,2D
7326,18138050.00000000000000000000,2C
7327,18141200.00000000000000000000,FC
7328,18144360.00000000000000000000,30
7329,18144370.00000000000000000000,20
7330,18147510.00000000000000000000,3E
7331,18153820.00000000000000000000,FF
7332,18153830.00000000000000000000,F3
7333,18156980.00000000000000000000,78
7334,18156990.00000000000000000000,08
7335,18160130.00000000000000000000,18
7336,18160140.00000000000000000000,1D
7337,18160150.00000000000000000000,15
7338,18163290.00000000000000000000,A9
7339,18163300.00000000000000000000,AD
7340,18163310.00000000000000000000,A9
7341,18166450.00000000000000000000,EF
7342,18166460.00000000000000000000,E7
7343,18169600.00000000000000000000,EF
7344,18169610.00000000000000000000,8D
7345,18169620.00000000000000000000,89
7346,18172760.00000000000000000000,6E
7347,18172770.00000000000000000000,66
7348,18175910.00000000000000000000,76
7349,18175920.00000000000000000000,77
7350,18179070.00000000000000000000,FF
7351,18179080.00000000000000000000,B8
7352,18182230.00000000000000000000,F9
7353,18182240.00000000000000000000,E1
7354,18185380.00000000000000000000,F5
7355,18185390.00000000000000000000,55
7356,18185400.00000000000000000000,15
7357,18188550.00000000000000000000,00
7358,18191700.00000000000000000000,69
7359,18194850.00000000000000000000,6F
7360,18194860.00000000000000000000,6E
7361,18194870.00000000000000000000,06
7362,18198010.00000000000000000000,7F
7363,18201180.00000000000000000000,73
7364,18204330.00000000000000000000,32
7365,18207480.00000000000000000000,F0
7366,18207490.00000000000000000000,E0
7367,18210630.00000000000000000000,F4
7368,18210640.00000000000000000000,F6
7369,18213790.00000000000000000000,F4
7370,18213800.00000000000000000000,A4
7371,18216950.00000000000000000000,6E
7372,18220100.00000000000000000000,6F
7373,18220110.00000000000000000000,6B
7374,18223260.00000000000000000000,E5
7375,18226410.00000000000000000000,F5
7376,18226420.00000000000000000000,DF
7377,18226430.00000000000000000000,9B
7378,18229570.00000000000000000000,F7
7379,18229580.00000000000000000000,F5
7380,18232730.00000000000000000000,7E
7381,18232740.00000000000000000000,4A
7382,18235880.00000000000000000000,5E
7383,18235890.00000000000000000000,9F
7384,18239050.00000000000000000000,87
7385,18242200.00000000000000000000,5D
7386,18242210.00000000000000000000,59
7387,18245350.00000000000000000000,DF
7388,18245360.00000000000000000000,C7
7389,18248510.00000000000000000000,FE
7390,18251670.00000000000000000000,FC
7391,18254830.00000000000000000000,DC
7392,18257980.00000000000000000000,5D
7393,18257990.00000000000000000000,01
7394,18261130.00000000000000000000,21
7395,18261140.00000000000000000000,AB
7396,18264290.00000000000000000000,FB
7397,18264310.00000000000000000000,D3
7398,18267450.00000000000000000000,D2
7399,18267460.00000000000000000000,82
7400,18270600.00000000000000000000,DA
7401,18270610.00000000000000000000,5C
7402,18273760.00000000000000000000,DF
7403,18273770.00000000000000000000,83
7404,18276910.00000000000000000000,D3
7405,18276920.00000000000000000000,50
7406,18280070.00000000000000000000,D1
7407,18280080.00000000000000000000,81
7408,18283230.00000000000000000000,DB
7409,18286380.00000000000000000000,FB
7410,18286390.00000000000000000000,7B
7411,18286400.00000000000000000000,73
7412,18289540.00000000000000000000,F9
7413,18289550.00000000000000000000,A8
7414,18292700.00000000000000000000,BD
7415,18292710.00000000000000000000,B5
7416,18292720.00000000000000000000,95
7417,18295850.00000000000000000000,D5
7418,18295860.00000000000000000000,D1
7419,18295870.00000000000000000000,C1
7420,18299010.00000000000000000000,7D
7421,18302170.00000000000000000000,7E
7422,18302180.00000000000000000000,52
7423,18305320.00000000000000000000,F2
7424,18305330.00000000000000000000,F0
7425,18308480.00000000000000000000,F2
7426,18308490.00000000000000000000,E2
7427,18311640.00000000000000000000,A1
7428,18314790.00000000000000000000,67
7429,18314800.00000000000000000000,66
7430,18317950.00000000000000000000,7F
7431,18317970.00000000000000000000,3B
7432,18321100.00000000000000000000,FB
7433,18321110.00000000000000000000,F1
7434,18324260.00000000000000000000,73
7435,18324270.00000000000000000000,02
7436,18327410.00000000000000000000,22
7437,18327420.00000000000000000000,A8
7438,18330570.00000000000000000000,DC
7439,18333730.00000000000000000000,7C
7440,18333740.00000000000000000000,20
7441,18336880.00000000000000000000,36
7442,18336890.00000000000000000000,96
7443,18340040.00000000000000000000,36
7444,18340050.00000000000000000000,32
7445,18343200.00000000000000000000,F4
7446,18343210.00000000000000000000,D4
7447,18346350.00000000000000000000,D6
7448,18346360.00000000000000000000,46
7449,18346370.00000000000000000000,06
7450,18349510.00000000000000000000,3B
7451,18352670.00000000000000000000,BA
7452,18352680.00000000000000000000,B2
7453,18355820.00000000000000000000,FA
7454,18355830.00000000000000000000,7A
7455,18358980.00000000000000000000,FC
7456,18358990.00000000000000000000,9C
7457,18362130.00000000000000000000,DC
7458,18362140.00000000000000000000,DD
